2011-12-15 14:41:35,278 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:41,571 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:41:41,574 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:41,577 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:41:41,582 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:51,026 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:41:51,033 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:51,035 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:41:51,043 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:51,080 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:41:51,084 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:41:51,087 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:41:51,091 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:44:50,649 [Worker-96] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: ch.bbv:julklapp-core:1.0.0 @ C:\data\bbv\Projects\julklapp\julklapp-core\pom.xml.
2011-12-15 14:45:11,792 [New I/O client worker #14-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://javabuild.bbv.ch/nexus/content/groups/public/com/google/appengine/orm/datanucleus-appengine/1.0.10/datanucleus-appengine-1.0.10.pom
2011-12-15 14:45:11,795 [New I/O client worker #14-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://javabuild.bbv.ch/nexus/content/groups/public/com/google/appengine/orm/datanucleus-appengine/1.0.10/datanucleus-appengine-1.0.10.pom
2011-12-15 14:45:13,684 [New I/O client worker #15-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://javabuild.bbv.ch/nexus/content/groups/public/com/google/appengine/appengine/1.5.5/appengine-1.5.5.pom
2011-12-15 14:45:13,686 [New I/O client worker #15-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://javabuild.bbv.ch/nexus/content/groups/public/com/google/appengine/appengine/1.5.5/appengine-1.5.5.pom
2011-12-15 14:45:15,608 [New I/O client worker #16-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://javabuild.bbv.ch/nexus/content/groups/public/org/sonatype/oss/oss-parent/4/oss-parent-4.pom
2011-12-15 14:45:15,610 [New I/O client worker #16-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://javabuild.bbv.ch/nexus/content/groups/public/org/sonatype/oss/oss-parent/4/oss-parent-4.pom
2011-12-15 14:45:19,080 [New I/O client worker #17-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://javabuild.bbv.ch/nexus/content/groups/public/com/google/appengine/orm/datanucleus-appengine/1.0.10/datanucleus-appengine-1.0.10.jar
2011-12-15 14:45:19,550 [New I/O client worker #17-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://javabuild.bbv.ch/nexus/content/groups/public/com/google/appengine/orm/datanucleus-appengine/1.0.10/datanucleus-appengine-1.0.10.jar
2011-12-15 14:45:20,298 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:45:20,301 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:45:20,304 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2011-12-15 14:45:20,307 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2011-12-15 14:45:20,337 [Worker-113] INFO  o.e.m.c.u.i.UpdateConfigurationJob - Update started
